code,name,name_short,name_tv,gender,function,country_code,country,country_full,nationality,nationality_full,nationality_code,height,weight,disciplines,events,birth_date
1560793,KOHL Nicholas,KOHL N,Nicholas KOHL,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0.0,['Rowing'],"[""Men's Four""]",1998-10-07
1565037,ANGELOVA Desislava,ANGELOVA D,Desislava ANGELOVA,Female,Athlete,BUL,Bulgaria,Bulgaria,Bulgaria,Bulgaria,BUL,0,0.0,['Rowing'],"[""Women's Single Sculls""]",1997-10-16
1565039,VASILEV Kristian,VASILEV K,Kristian VASILEV,Male,Athlete,BUL,Bulgaria,Bulgaria,Bulgaria,Bulgaria,BUL,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1991-11-18
1566002,OZBAY Elis,OZBAY E,Elis OZBAY,Female,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,0,0.0,['Rowing'],"[""Women's Single Sculls""]",2001-07-24
1566773,COX Stephen,COX S,Stephen COX,Male,Athlete,ZIM,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,ZIM,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1991-09-29
1568362,PHAM Thi Hue,PHAM TH,Thi Hue PHAM,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,0,0.0,['Rowing'],"[""Women's Single Sculls""]",1990-07-05
1570568,NOBLE Kathleen,NOBLE K,Kathleen NOBLE,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,0,0.0,['Rowing'],"[""Women's Single Sculls""]",1994-12-20
1572444,O DONOVAN Paul,O DONOVAN P,Paul O DONOVAN,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1994-04-19
1878521,HELSETH Martin,HELSETH M,Martin HELSETH,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Men's Double Sculls""]",1994-07-11
1878523,HELSETH Thea,HELSETH T,Thea HELSETH,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Women's Double Sculls""]",1996-06-10
1878524,HELVIG Jan Oscar Stabe,HELVIG JOS,Jan Oscar Stabe HELVIG,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1995-10-02
1878525,BRUN Kristoffer,BRUN K,Kristoffer BRUN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1988-04-07
1878529,JUEL Jonas Slettemark,JUEL JS,Jonas Slettemark JUEL,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1999-10-21
1878532,KAVLIE Inger Seim,KAVLIE IS,Inger Seim KAVLIE,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Women's Double Sculls""]",1993-09-08
1878533,SOLBAKKEN Erik Andre,SOLBAKKEN EA,Erik Andre SOLBAKKEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1994-08-30
1878534,BENSKE Lars Martin,BENSKE LM,Lars Martin BENSKE,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1999-09-17
1878535,BORCH Kjetil,BORCH K,Kjetil BORCH,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Men's Double Sculls""]",1990-02-14
1878536,TJOEM Ask Jarl,TJOEM AJ,Ask Jarl TJOEM,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1996-07-02
1879791,CONDE ROMERO Rodrigo,CONDE ROMERO R,Rodrigo CONDE ROMERO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Men's Double Sculls""]",1997-09-03
1879795,BRIZ ZAMORANO Esther,BRIZ ZAMORANO E,Esther BRIZ ZAMORANO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Women's Pair""]",2000-01-31
1879796,CANALEJO PAZOS Jaime,CANALEJO PAZOS J,Jaime CANALEJO PAZOS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Men's Pair""]",1991-11-25
1879797,CARRACEDO FERRERO Dennis,CARRACEDO FERRERO,Dennis CARRACEDO FERRERO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1999-04-30
1879798,CID I CENTELLES Aina,CID I CENTELLES A,Aina CID I CENTELLES,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Women's Pair""]",1994-09-01
1879804,DIAZ RIVAS Virginia,DIAZ RIVAS V,Virginia DIAZ RIVAS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Women's Single Sculls""]",1991-08-15
1879807,GARCIA I PUJOLAR Aleix,GARCIA I PUJOLAR A,Aleix GARCIA I PUJOLAR,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Men's Double Sculls""]",2000-06-10
1879808,GARCIA ORDONEZ Javier,GARCIA ORDONEZ J,Javier GARCIA ORDONEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Men's Pair""]",1992-06-16
1879811,HORTA POMBO Caetano Xose,HORTA POMBO CX,Caetano Xose HORTA POMBO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",2003-01-15
1890919,HIROUCHI Emi,HIROUCHI E,HIROUCHI Emi,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",1996-07-13
1890927,FURUTA Naoki,FURUTA N,FURUTA Naoki,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1996-09-27
1890928,MIYAURA Masayuki,MIYAURA M,MIYAURA Masayuki,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1996-07-15
1890956,ARAKAWA Ryuta,ARAKAWA R,ARAKAWA Ryuta,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1994-08-03
1890957,OISHI Ayami,OISHI A,OISHI Ayami,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",1991-04-09
1891844,FLAMIKOVA Pavlina,FLAMIKOVA P,Pavlina FLAMIKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0,0.0,['Rowing'],"[""Women's Pair""]",1998-09-18
1891846,LUKSOVA Lenka,LUKSOVA L,Lenka LUKSOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0,0.0,['Rowing'],"[""Women's Double Sculls""]",1991-09-27
1891851,NOVOTNIKOVA Radka,NOVOTNIKOVA R,Radka NOVOTNIKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0,0.0,['Rowing'],"[""Women's Pair""]",1995-04-07
1891857,SANTRUCKOVA Anna,SANTRUCKOVA A,Anna SANTRUCKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0,0.0,['Rowing'],"[""Women's Double Sculls""]",2001-02-10
1891858,SIMANEK Jiri,SIMANEK J,Jiri SIMANEK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1995-10-11
1891860,VRASTIL Miroslav,VRASTIL M,Miroslav VRASTIL,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1982-10-17
1892469,STEENSBERG Astrid,STEENSBERG A,Astrid STEENSBERG,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Four""]",1996-05-03
1892470,POULSEN Julie,POULSEN J,Julie POULSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Four""]",1996-08-27
1892471,HORNNAESS Clara,HORNNAESS C,Clara HORNNAESS,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",2003-09-04
1892472,FOLDAGER Frida Werner,FOLDAGER FW,Frida Werner FOLDAGER,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",2005-11-23
1892474,VIKKELSOEE Sofie,VIKKELSOEE S,Sofie VIKKELSOEE,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",2002-08-13
1892476,NIELSEN Frida Sanggaard,NIELSEN FS,Frida Sanggaard NIELSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Four""]",1998-12-01
1892478,JOHANNESEN Marie Skytte Hauberg,JOHANNESEN MSH,Marie Skytte Hauberg JOHANNESEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Four""]",1997-02-28
1892479,MORTENSEN Karen,MORTENSEN K,Karen MORTENSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",2001-12-02
1892481,NIELSEN Sverri,NIELSEN S,Sverri NIELSEN,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1993-10-14
1892483,OESTERGAARD Sophie,OESTERGAARD S,Sophie OESTERGAARD,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",1999-09-11
1892486,LAIDLAW Nikoline,LAIDLAW N,Nikoline LAIDLAW,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",1995-03-02
1892489,RASMUSSEN Hedvig,RASMUSSEN H,Hedvig RASMUSSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Pair""]",1993-12-22
1892490,JOHANSEN Sara Maria,JOHANSEN SM,Sara Maria JOHANSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",2000-09-13
1892495,ERICHSEN Fie Udby,ERICHSEN FU,Fie Udby ERICHSEN,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Pair""]",1985-04-23
1892500,MUNCH Caroline,MUNCH C,Caroline MUNCH,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",2002-11-13
1892502,VIGILD Nanna,VIGILD N,Nanna VIGILD,Female,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0,0.0,['Rowing'],"[""Women's Eight""]",1994-12-20
1892797,BALUZZO CHIARUZZO Sonia,BALUZZO CHIARUZZO,Sonia BALUZZO CHIARUZZO,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",1998-09-16
1892874,COLOMINO Alejandro,COLOMINO A,Alejandro COLOMINO,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1988-01-03
1892944,DICKSON Pedro,DICKSON P,Pedro DICKSON,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",2000-03-06
1893011,SILVESTRO Evelyn,SILVESTRO E,Evelyn SILVESTRO,Female,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",1999-03-01
1893521,COBAS GARCIA Yariulvis,COBAS GARCIA Y,Yariulvis COBAS GARCIA,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,0,0.0,['Rowing'],"[""Women's Single Sculls""]",1990-08-18
1893522,CARDONA BLANCO Reidy,CARDONA BLANCO R,Reidy CARDONA BLANCO,Male,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1995-09-20
1893544,BADENHORST Paige,BADENHORST P,Paige BADENHORST,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,0,0.0,['Rowing'],"[""Women's Single Sculls""]",1998-08-14
1893546,SMITH John,SMITH J,John SMITH,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,0,0.0,['Rowing'],"[""Men's Pair""]",1990-01-12
1895265,AHMED Abdalla,AHMED A,Abdalla AHMED,Male,Athlete,SUD,Sudan,Sudan,Sudan,Sudan,SUD,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1996-08-17
1896966,MATIAS Andre,MATIAS A,Andre MATIAS,Male,Athlete,ANG,Angola,Angola,Angola,Angola,ANG,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1989-06-22
1897259,DUDCHENKO Kateryna,DUDCHENKO K,Kateryna DUDCHENKO,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1996-10-14
1897260,VERKHOGLIAD Daryna,VERKHOGLIAD D,Daryna VERKHOGLIAD,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1992-02-22
1897261,DOVHODKO Yevheniia,DOVHODKO Y,Yevheniia DOVHODKO,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1992-09-29
1897263,KOZHENKOVA Anastasiia,KOZHENKOVA A,Anastasiia KOZHENKOVA,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1986-01-19
1897270,KOVALOV Stanislav,KOVALOV S,Stanislav KOVALOV,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1991-08-20
1897274,KHMARA Igor,KHMARA I,Igor KHMARA,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1990-03-18
1901025,ALDRIDGE Matt,ALDRIDGE M,Matt ALDRIDGE,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Four""]",1996-03-11
1901026,AMBLER David,AMBLER D,David AMBLER,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Four""]",1997-12-04
1901027,ANDERSON Lola,ANDERSON L,Lola ANDERSON,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1998-04-16
1901028,GLOVER Helen,GLOVER H,Helen GLOVER,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Four""]",1986-06-17
1901030,BARRAS Thomas,BARRAS T,Thomas BARRAS,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1994-01-07
1901036,BOLDING Morgan,BOLDING M,Morgan BOLDING,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1995-05-13
1901037,BOOTH Esme,BOOTH E,Esme BOOTH,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Four""]",1998-12-23
1901039,BRAYSHAW Georgina,BRAYSHAW G,Georgina BRAYSHAW,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1993-10-14
1901040,BREW Chloe,BREW C,Chloe BREW,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Pair""]",1995-09-14
1901041,BRIGHTMORE Harry,BRIGHTMORE H,Harry BRIGHTMORE,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1994-07-01
1901044,CAMPBELL-ORDE Annie,CAMPBELL-ORDE A,Annie CAMPBELL-ORDE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1995-10-05
1901045,CARNEGIE Sholto,CARNEGIE S,Sholto CARNEGIE,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1995-02-28
1901048,CRAIG Emily,CRAIG E,Emily CRAIG,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",1992-11-30
1901050,DAVIDSON Freddie,DAVIDSON F,Freddie DAVIDSON,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Four""]",1998-05-26
1901051,DAWSON Jacob,DAWSON J,Jacob DAWSON,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1993-11-02
1901056,DIGBY Tom,DIGBY T,Tom DIGBY,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1998-07-23
1901057,DIXON Callum,DIXON C,Callum DIXON,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",2000-01-22
1901059,DUNFORD Holly,DUNFORD H,Holly DUNFORD,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1999-10-14
1901060,EDWARDS Rebecca,EDWARDS R,Rebecca EDWARDS,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Pair""]",1993-08-20
1901062,ELWES Charles,ELWES C,Charles ELWES,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1997-07-15
1901063,FIELDMAN Henry,FIELDMAN H,Henry FIELDMAN,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1988-11-25
1901064,FORD Tom,FORD T,Tom FORD,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1992-10-03
1901065,FORD Emily,FORD E,Emily FORD,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1994-11-08
1901066,GEORGE Tom,GEORGE T,Tom GEORGE,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Pair""]",1994-09-22
1901068,GIBBS Rory,GIBBS R,Rory GIBBS,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1994-04-03
1901071,GRANT Imogen,GRANT I,Imogen GRANT,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",1996-02-26
1901073,HAYWOOD Matthew,HAYWOOD M,Matthew HAYWOOD,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1998-05-11
1901074,HENRY Lauren,HENRY L,Lauren HENRY,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",2001-12-21
1901075,HODGKINS BYRNE Mathilda,HODGKINS BYRNE M,Mathilda HODGKINS BYRNE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Double Sculls""]",1994-10-01
1901077,IRWIN Lauren,IRWIN L,Lauren IRWIN,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1998-08-20
1901079,LONG Heidi,LONG H,Heidi LONG,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1996-11-29
1901080,McKELLAR Rowan,McKELLAR R,Rowan McKELLAR,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1994-05-24
1901086,REDGRAVE Sam,REDGRAVE S,Sam REDGRAVE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Four""]",1994-08-18
1901089,RUDKIN James,RUDKIN J,James RUDKIN,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Eight""]",1994-07-07
1901091,SCOTT Hannah,SCOTT H,Hannah SCOTT,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1999-06-18
1901092,SHORTEN Rebecca,SHORTEN R,Rebecca SHORTEN,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Four""]",1993-11-25
1901094,STEWART Eve,STEWART E,Eve STEWART,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1998-01-13
1901096,TAYLOR Harriet,TAYLOR H,Harriet TAYLOR,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Eight""]",1994-02-14
1901097,THOMAS Graeme,THOMAS G,Graeme THOMAS,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1988-11-08
1901099,WILDE Rebecca,WILDE R,Rebecca WILDE,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Women's Double Sculls""]",1997-12-31
1901100,WILKES Oliver,WILKES O,Oliver WILKES,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Four""]",1995-07-14
1901101,WYNNE-GRIFFITH Oliver,WYNNE-GRIFFITH O,Oliver WYNNE-GRIFFITH,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Rowing'],"[""Men's Pair""]",1994-05-29
1902104,WATTANANUSITH Premanut,WATTANANUSITH P,Premanut WATTANANUSITH,Male,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1995-06-04
1903256,BRYS Tim,BRYS T,Tim BRYS,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0,0.0,['Rowing'],"[""Men's Single Sculls""]",1992-07-30
1903260,VYVEY Tibo,VYVEY T,Tibo VYVEY,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",2000-12-16
1906477,APPEL Max,APPEL M,Max APPEL,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1996-03-19
1906480,FINGER Anton,FINGER A,Anton FINGER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1998-08-01
1906481,FOLLERT Laurits,FOLLERT L,Laurits FOLLERT,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Eight""]",1996-04-10
1906483,GREITEN Pia,GREITEN P,Pia GREITEN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1997-02-18
1906488,JOHANNESEN Torben,JOHANNESEN T,Torben JOHANNESEN,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Eight""]",1994-09-21
1906489,JOHN Max,JOHN M,Max JOHN,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Eight""]",1997-07-01
1906491,KRUSE Soenke,KRUSE S,Soenke KRUSE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Pair""]",2000-09-15
1906494,MENZEL Leonie,MENZEL L,Leonie MENZEL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1999-05-19
1906496,NASKE Tim-Ole,NASKE TO,Tim-Ole NASKE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Quadruple Sculls""]",1996-04-26
1906503,ROGGENSACK Olaf,ROGGENSACK O,Olaf ROGGENSACK,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Eight""]",1997-05-29
1906506,SCHENDEKEHL Tabea,SCHENDEKEHL T,Tabea SCHENDEKEHL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1998-11-29
1906508,SCHOENHERR Mattes,SCHOENHERR M,Mattes SCHOENHERR,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Eight""]",2000-05-01
1906509,SCHROEDER Wolf-Niclas,SCHROEDER WN,Wolf-Niclas SCHROEDER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Eight""]",1996-09-06
1906511,VOELZ Maren,VOELZ M,Maren VOELZ,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Women's Quadruple Sculls""]",1999-11-20
1906512,WEBER Marc,WEBER M,Marc WEBER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,['Rowing'],"[""Men's Double Sculls""]",1997-09-05
